"film","imdb_url",rating,timestamp,"backdated","directors",release_year,running_time
"Cave of Forgotten Dreams","http://www.imdb.com/title/tt1664894/",3,1315014391,"No","Werner Herzog",2010,90
"Fish Tank","http://www.imdb.com/title/tt1232776/",3,1315029175,"No","Andrea Arnold",2009,123
"Masters of the Universe","http://www.imdb.com/title/tt0093507/",3,1315112275,"Yes","Gary Goddard",1987,106
"Mortal Kombat","http://www.imdb.com/title/tt0113855/",2,1315112593,"Yes","Paul W.S. Anderson",1995,101
"Collapse","http://www.imdb.com/title/tt1503769/",3,1315199063,"No","Chris Smith",2009,82
"Best Worst Movie","http://www.imdb.com/title/tt1144539/",3,1315284450,"No","Michael Stephenson",2009,93
"The Conversation","http://www.imdb.com/title/tt0071360/",4,1315456374,"No","Francis Ford Coppola",1974,113
"Planes, Trains & Automobiles","http://www.imdb.com/title/tt0093748/",3,1315540915,"No","John Hughes",1987,93
"Winnebago Man","http://www.imdb.com/title/tt1396557/",3,1315546869,"No","Ben Steinbauer",2009,85
"Madonna: Truth or Dare","http://www.imdb.com/title/tt0102370/",3,1315637870,"No","Alek Keshishian, Mark Aldo Miceli",1991,120
"My Idiot Brother","http://www.imdb.com/title/tt1637706/",3,1315707775,"No","Jesse Peretz",2011,90
"Winnie the Pooh","http://www.imdb.com/title/tt1449283/",3,1315772970,"No","Stephen J. Anderson, Don Hall",2011,63
"Source Code","http://www.imdb.com/title/tt0945513/",2,1316292920,"No","Duncan Jones",2011,93
"Jaws","http://www.imdb.com/title/tt0073195/",3,1316848202,"No","Steven Spielberg",1975,124
"Contagion","http://www.imdb.com/title/tt1598778/",3,1316926206,"No","Steven Soderbergh",2011,106
"Moneyball","http://www.imdb.com/title/tt1210166/",4,1317445339,"No","Bennett Miller",2011,133
"Manhunt: The Inside Story Of The Hunt For Bin Laden","http://www.imdb.com/title/tt2475544/",3,1429497215,"No","Greg Barker",2013,100
"Bad Teacher","http://www.imdb.com/title/tt1284575/",2,1320645240,"No","Jake Kasdan",2011,92
"J. Edgar","http://www.imdb.com/title/tt1616195/",3,1321242544,"No","Clint Eastwood",2011,137
"Young Adult","http://www.imdb.com/title/tt1625346/",4,1324181633,"No","Jason Reitman",2011,94
"Shame","http://www.imdb.com/title/tt1723811/",5,1324189260,"No","Steve McQueen",2011,101
"The Descendants","http://www.imdb.com/title/tt1033575/",3,1324269504,"No","Alexander Payne",2011,115
"Smurfs","http://www.imdb.com/title/tt0472181/",2,1324682303,"No","Raja Gosnell",2011,103
"We Bought a Zoo","http://www.imdb.com/title/tt1389137/",2,1325462800,"No","Cameron Crowe",2011,124
"The Change-Up","http://www.imdb.com/title/tt1488555/",2,1325562678,"Yes","David Dobkin",2011,112
"Newlyweds","http://www.imdb.com/title/tt1880418/",3,1325991136,"No","Edward Burns",2011,93
"Rabbit Hole","http://www.imdb.com/title/tt0935075/",3,1326000653,"No","John Cameron Mitchell",2010,91
"The Ides of March","http://www.imdb.com/title/tt1124035/",3,1326684433,"No","George Clooney",2011,101
"Being Elmo: A Puppeteer's Journey","http://www.imdb.com/title/tt1787660/",3,1326690541,"No","Constance Marks",2011,80
"Like Crazy","http://www.imdb.com/title/tt1758692/",4,1327276645,"No","Drake Doremus",2011,90
"The Artist","http://www.imdb.com/title/tt1655442/",3,1329629268,"No","Michel Hazanavicius",2011,100
"Senna","http://www.imdb.com/title/tt1424432/",4,1331532734,"No","Asif Kapadia",2010,106
"Hugo","http://www.imdb.com/title/tt0970179/",3,1332039305,"No","Martin Scorsese",2011,126
"The Trip","http://www.imdb.com/title/tt1740047/",3,1332112150,"No","Michael Winterbottom",2010,107
"The Myth of the American Sleepover","http://www.imdb.com/title/tt1174042/",2,1332122602,"No","David Robert Mitchell",2010,93
"Melancholia","http://www.imdb.com/title/tt1527186/",4,1333082150,"No","Lars von Trier",2011,136
"I Don't Know How She Does It","http://www.imdb.com/title/tt1742650/",1,1333845131,"No","Douglas McGrath",2011,89
"The Muppets","http://www.imdb.com/title/tt1204342/",3,1333845192,"No","James Bobin",2011,103
"Tinker Tailor Solider Spy","http://www.imdb.com/title/tt1340800/",3,1333845226,"No","Tomas Alfredson",2011,127
"My Week with Marilyn","http://www.imdb.com/title/tt1655420/",3,1333927172,"No","Simon Curtis",2011,99
"Comic-Con Episode IV: A Fan's Hope","http://www.imdb.com/title/tt1605782/",3,1333946864,"No","Morgan Spurlock",2011,88
"The Iron Lady","http://www.imdb.com/title/tt1007029/",3,1334203847,"No","Phyllida Lloyd",2011,105
"Bully","http://www.imdb.com/title/tt1682181/",3,1334460456,"No","Lee Hirsch",2011,99
"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan","http://www.imdb.com/title/tt0443453/",3,1334638527,"No","Larry Charles",2006,84
"Hit So Hard","http://www.imdb.com/title/tt1796503/",3,1334729651,"No","P. David Ebersole",2011,103
"Marley","http://www.imdb.com/title/tt1183919/",3,1334972184,"No","Kevin Macdonald",2012,144
"The Sitter","http://www.imdb.com/title/tt1366344/",1,1334972233,"No","David Gordon Green",2011,81
"Jeff, Who Lives at Home","http://www.imdb.com/title/tt1588334/",1,1335078831,"No","Jay Duplass, Mark Duplass",2011,83
"Damsels in Distress","http://www.imdb.com/title/tt1667307/",1,1335165895,"No","Whit Stillman",2011,99
"The Five-Year Engagement","http://www.imdb.com/title/tt1195478/",3,1336289993,"No","Nicholas Stoller",2012,124
"Dark Shadows","http://www.imdb.com/title/tt1077368/",2,1336799252,"No","Tim Burton",2012,113
"Drive","http://www.imdb.com/title/tt0780504/",4,1336851297,"No","Nicolas Winding Refn",2011,100
"Mission Impossible: Ghost Protocol","http://www.imdb.com/title/tt1229238/",3,1336855046,"No","Brad Bird",2011,133
"Meek's Cutoff","http://www.imdb.com/title/tt1518812/",3,1336892155,"No","Kelly Reichardt",2010,104
"Bart Got a Room","http://www.imdb.com/title/tt0472050/",3,1336948241,"No","Brian Hecker",2008,80
"The Pledge","http://www.imdb.com/title/tt0237572/",2,1336964233,"Yes","Sean Penn",2001,124
"Frontrunners","http://www.imdb.com/title/tt1104783/",3,1336968287,"No","Caroline Suh",2008,83
"Robin Hood","http://www.imdb.com/title/tt0070608/",3,1337226805,"Yes","Wolfgang Reitherman",1973,83
"The Sword and the Stone","http://www.imdb.com/title/tt0057546/",3,1337226852,"Yes","Wolfgang Reitherman",1963,79
"The Dictator","http://www.imdb.com/title/tt1645170/",1,1337482876,"No","Larry Charles",2012,83
"Snow White and the Huntsmen","http://www.imdb.com/title/tt1735898/",3,1338604347,"No","Rupert Sanders",2012,127
"Martha Marcy May Marlene","http://www.imdb.com/title/tt1441326/",4,1338787280,"No","Sean Durkin",2011,102
"Margin Call","http://www.imdb.com/title/tt1615147/",4,1338874843,"No","J.C. Chandor",2011,107
"Under the Boardwalk: The Monopoly Story","http://www.imdb.com/title/tt1250861/",2,1339307525,"No","Kevin Tostado",2010,88
"Indie Game: The Movie","http://www.imdb.com/title/tt1942884/",5,1340348420,"No","Lisanne Pajot, James Swirsky",2012,94
"Big Miracle","http://www.imdb.com/title/tt1430615/",1,1340510001,"No","Ken Kwapis",2012,107
"Bill Cunningham New York","http://www.imdb.com/title/tt1621444/",5,1340510032,"No","Richard Press",2010,84
"Moonrise Kingdom","http://www.imdb.com/title/tt1748122/",3,1340510044,"No","Wes Anderson",2012,94
"Submarine","http://www.imdb.com/title/tt1440292/",3,1340520658,"No","Richard Ayoade",2010,97
"Stir of Echoes","http://www.imdb.com/title/tt0164181/",2,1341672967,"Yes","David Koepp",1999,99
"Steve Jobs: The Lost Interview","http://www.imdb.com/title/tt2104994/",3,1341673004,"No","Paul Sen",2011,70
"Too Big to Fail","http://www.imdb.com/title/tt1742683/",3,1341673070,"No","Curtis Hanson",2011,99
"Friends with Kids","http://www.imdb.com/title/tt1720616/",2,1342337979,"No","Jennifer Westfeldt",2011,107
"Take this Waltz","http://www.imdb.com/title/tt1592281/",3,1342337999,"No","Sarah Polley",2011,116
"The Dark Knight Rises","http://www.imdb.com/title/tt1345836/",3,1342930000,"No","Christopher Nolan",2012,164
"Jiro Dreams of Sushi","http://www.imdb.com/title/tt1772925/",5,1344144509,"No","David Gelb",2011,81
"The Queen of Versailles ","http://www.imdb.com/title/tt2125666/",3,1344651521,"No","Lauren GreenField",2012,100
"The Trials of Henry Kissinger","http://www.imdb.com/title/tt0326306/",3,1344668411,"No","Eugene Jarecki",2002,80
"Urbanized","http://www.imdb.com/title/tt1701976/",3,1344804889,"No","Gary Hustwit",2011,85
"Tiny Furniture","http://www.imdb.com/title/tt1570989/",5,1344837468,"No","Lena Dunham",2010,98
"Celeste and Jesse Forever","http://www.imdb.com/title/tt1405365/",4,1345956562,"No","Lee Toland Krieger",2012,92
"Chasing Ghosts: Beyond the Arcade","http://www.imdb.com/title/tt0479879/",3,1345956602,"No","Lincoln Ruchti",2007,90
"Side by Side","http://www.imdb.com/title/tt2014338/",4,1346310564,"No","Christopher Kenneally",2012,99
"Tales from the Script","http://www.imdb.com/title/tt1045642/",3,1346532563,"No","Peter Hanson",2009,105
"Changing Lanes","http://www.imdb.com/title/tt0264472/",2,1346559542,"Yes","Roger Michell",2002,98
"Herb & Dorothy","http://www.imdb.com/title/tt1227929/",3,1346618411,"No","
Megumi Sasaki",2008,87
"Puppet","http://www.imdb.com/title/tt1527710/",4,1346710327,"No","David Soll",2010,78
"Ruby Sparks","http://www.imdb.com/title/tt1839492/",4,1347679259,"No","Jonathan Dayton, Valerie Faris",2012,104
"The Master","http://www.imdb.com/title/tt1560747/",3,1348386612,"No","Paul Thomas Anderson",2012,137
"The Perks of Being a Wallflower","http://www.imdb.com/title/tt1659337/",4,1348386643,"No","Stephen Chbosky",2012,103
"Arbitrage","http://www.imdb.com/title/tt1764183/",4,1348641689,"No","Nicholas Jarecki",2012,107
"Take Shelter","http://www.imdb.com/title/tt1675192/",4,1348720971,"No","Jeff Nichols",2011,120
"The Cabin in the Woods","http://www.imdb.com/title/tt1259521/",4,1348803575,"No","Drew Goddard",2011,95
"Ted","http://www.imdb.com/title/tt1637725/",2,1348905092,"No","Seth MacFarlane",2012,106
"Looper","http://www.imdb.com/title/tt1276104/",3,1348975869,"No","Rian Johnson",2012,118
"Knuckleball!","http://www.imdb.com/title/tt2343601/",3,1349155792,"No","Ricki Stern, Anne Sundberg",2012,93
"Unraveled","http://www.imdb.com/title/tt1595061/",3,1349505039,"No","Marc H. Simon",2011,84
"Shadow Billionaire","http://www.imdb.com/title/tt1212449/",3,1349587065,"No","Alexis Spraic",2009,86
"The Dungeon Masters","http://www.imdb.com/title/tt0988086/",3,1349587091,"No","Keven McAlester",2008,87
"Ecstasy of Order: The Tetris Masters","http://www.imdb.com/title/tt1836974/",4,1349841488,"No","Adam Cornelius",2011,93
"Make Believe","http://www.imdb.com/title/tt1538833/",3,1349932155,"No","J. Clay Tweel",2010,88
"Paradise Lost 3: Purgatory","http://www.imdb.com/title/tt2028530/",4,1350595763,"No","Joe Berlinger, Bruce Sinofsky",2011,121
"Mann v. Ford","http://www.imdb.com/title/tt1498566/",3,1350596099,"No","Maro Chermayeff, Micah Fink",2010,106
"Safety Not Guaranteed","http://www.imdb.com/title/tt1862079/",1,1350596116,"No","Colin Trevorrow",2012,86
"Liberal Arts","http://www.imdb.com/title/tt1872818/",4,1350781898,"No","Josh Radnor",2012,97
"Nobody Walks","http://www.imdb.com/title/tt1907731/",3,1351388316,"No","Ry Russo-Young",2012,83
"Ben Lee: Catch My Disease","http://www.imdb.com/title/tt1632482/",3,1351446092,"No","Amiel Courtin-Wilson",2010,86
"Argo","http://www.imdb.com/title/tt1024648/",4,1351469470,"No","Ben Affleck",2012,120
"About Face: Supermodels Then and Now","http://www.imdb.com/title/tt2085741/",3,1429413193,"No","Timothy Greenfield-Sanders",2012,75
"The Future","http://www.imdb.com/title/tt1235170/",2,1351909453,"No","Miranda July",2011,91
"Wreck-It Ralph","http://www.imdb.com/title/tt1772341/",4,1351990180,"No","Rich Moore",2012,108
"John Grisham's The Rainmaker","http://www.imdb.com/title/tt0119978/",3,1352446507,"No","Francis Ford Coppola",1997,135
"Skyfall","http://www.imdb.com/title/tt1074638/",4,1352522705,"No","Sam Mendes",2012,143
"The Law in These Parts","http://www.imdb.com/title/tt2125656/",2,1353034906,"No","Ra'anan Alexandrowicz",2012,101
"Silver Linings Playbook","http://www.imdb.com/title/tt1045658/",3,1353208051,"No","David O. Russell",2012,122
"Weekend","http://www.imdb.com/title/tt1714210/",4,1353221817,"No","Andrew Haigh",2011,97
"Life During Wartime","http://www.imdb.com/title/tt0808526/",1,1353391129,"No","Todd Solondz",2009,98
"Save the Date","http://www.imdb.com/title/tt1965065/",4,1353565399,"No","Michael Mohan",2012,98
"Brave","http://www.imdb.com/title/tt1217209/",2,1353642128,"No","Mark Andrews, Brenda Chapman, Steve Purcell",2012,93
"Mr. Mom","http://www.imdb.com/title/tt0085970/",2,1353645697,"Yes","Stan Dragoti",1983,91
"Head Games","http://www.imdb.com/title/tt2239400/",3,1353653361,"No","Steve James",2012,95
"The Bishop's Wife","http://www.imdb.com/title/tt0039190/",2,1353727322,"No","Henry Koster",1947,109
"Buck","http://www.imdb.com/title/tt1753549/",3,1353740197,"No","Cindy Meehl",2011,88
"Blow-Up","http://www.imdb.com/title/tt0060176/",4,1353915307,"No","Michelangelo Antonioni",1966,111
"Your Sister's Sister","http://www.imdb.com/title/tt1742336/",3,1355708760,"No","Lynn Shelton",2011,90
"Holiday Inn","http://www.imdb.com/title/tt0034862/",1,1355708846,"No","Mark Sandrich",1942,100
"To Rome with Love","http://www.imdb.com/title/tt1859650/",3,1356482018,"No","Woody Allen",2012,112
"This is 40","http://www.imdb.com/title/tt1758830/",4,1357085659,"No","Judd Apatow",2012,134
"Zero Dark Thirty","http://www.imdb.com/title/tt1790885/",4,1357892500,"No","Kathryn Bigelow",2012,157
"Lola Versus","http://www.imdb.com/title/tt1710417/",4,1358135006,"No","Daryl Wein",2012,87
"Beasts of the Southern Wild","http://www.imdb.com/title/tt2125435/",3,1359871305,"No","Benh Zeitlin",2012,93
"Vamps","http://www.imdb.com/title/tt1545106/",1,1359951000,"No","Amy Heckerling",2012,92
"Bernie","http://www.imdb.com/title/tt1704573/",3,1360616730,"No","Richard Linklater",2011,104
"Into the Abyss","http://www.imdb.com/title/tt1972663/",4,1361636416,"No","Werner Herzog",2011,107
"Hitchcock","http://www.imdb.com/title/tt0975645/",2,1361687205,"No","Sacha Gervasi",2012,98
"Something from Nothing: The Art of Rap","http://www.imdb.com/title/tt2062996/",3,1361687339,"No","Ice-T, Andy Baybutt",2012,106
"Searching for Sugar Man","http://www.imdb.com/title/tt2125608/",4,1362117069,"No","Malik Bendjelloul",2012,86
"Room 237","http://www.imdb.com/title/tt2085910/",4,1362202632,"No","Rodney Ascher",2012,102
"Anvil! The Story of Anvil","http://www.imdb.com/title/tt1157605/",3,1362981550,"No","Sacha Gervasi",2008,80
"The Secret Lives of Dentists","http://www.imdb.com/title/tt0314630/",4,1363409014,"Yes","Alan Rudolph",2002,104
"Fresh","http://www.imdb.com/title/tt1637620/",2,1363488838,"No","Ana Sofia Joanes",2009,70
"Life of Pi","http://www.imdb.com/title/tt0454876/",3,1363489090,"No","Ang Lee",2012,127
"Djanjo Unchained","http://www.imdb.com/title/tt1853728/",3,1363671864,"No","Quentin Tarantino",2012,165
"Projecct Nim","http://www.imdb.com/title/tt1814836/",3,1363755372,"No","James Marsh",2011,93
"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie ","http://www.imdb.com/title/tt1550557/",3,1363846194,"No","Bud Clayman, Glenn Holsten, Scott Johnston",2010,100
"Somebody Up There Likes Me","http://www.imdb.com/title/tt2014346/",2,1363932126,"No","Bob Byington",2012,76
"Girl Model","http://www.imdb.com/title/tt1806911/",3,1365918430,"No","David Redmon, Ashley Sabin",2011,78
"Stanley Kubrick: A Life in Pictures","http://www.imdb.com/title/tt0278736/",3,1366005833,"No","Jan Harlan",2001,142
"Lincoln","http://www.imdb.com/title/tt0443272/",3,1366091627,"No","Steven Spielberg",2012,150
"Bachelorette","http://www.imdb.com/title/tt1920849/",2,1366173733,"No","Leslye Headland",2012,87
"Detropia","http://www.imdb.com/title/tt2125490/",3,1366179844,"No","Heidi Ewing, Rachel Grady",2012,90
"The Startup Kids","http://www.imdb.com/title/tt2279353/",3,1366259997,"No","The Startup Kids",2012,55
"My Summer of Love","http://www.imdb.com/title/tt0382189/",3,1366434349,"No","Pawel Pawlikowski",2004,86
"First Position","http://www.imdb.com/title/tt2008513/",3,1367044291,"No","Bess Kargman",2011,95
"Aqua Teen Hunger Force Colon Movie Film for Theaters","http://www.imdb.com/title/tt0455326/",3,1368935629,"No","Matt Maiellaro, Dave Willis",2007,86
"Marina Abramovic: The Artist Is Present","http://www.imdb.com/title/tt2073029/",4,1368935677,"No","Matthew Akers, Jeff Dupre",2012,106
"The Fountain","http://www.imdb.com/title/tt0414993/",1,1368980699,"No","Darren Aronofsky",2006,96
"Beautiful Girls","http://www.imdb.com/title/tt0115639/",4,1369703105,"No","Ted Demme",1996,112
"Frances Ha","http://www.imdb.com/title/tt2347569/",4,1370741302,"No","Noah Baumbach",2013,86
"Man of Steel","http://www.imdb.com/title/tt0770828/",1,1371350855,"No","Zack Snyder",2013,143
"We Steal Secrets: The Story of WikiLeaks","http://www.imdb.com/title/tt1824254/",4,1371360060,"No","Alex Gibney",2013,130
"Forks over Knives","http://www.imdb.com/title/tt1567233/",3,1371432987,"No","Lee Fulkerson",2011,90
"Admissions","http://www.imdb.com/title/tt1814621/",3,1371953217,"No","Paul Weitz",2012,107
"Park Avenue: Money, Power and the American Dream","http://www.imdb.com/title/tt2460426/",3,1371958693,"No","Alex Gibney",2012,70
"Only the Young","http://www.imdb.com/title/tt2085888/",3,1372021349,"No","Elizabeth Mims, Jason Tippet",2012,72
"The Bling Ring","http://www.imdb.com/title/tt2132285/",4,1372563477,"No","Sofia Coppola",2013,90
"This Is the End","http://www.imdb.com/title/tt1245492/",3,1373080615,"No","Evan Goldberg, Seth Rogen",2013,107
"Caroline and Jackie","http://www.imdb.com/title/tt1711016/",3,1373171620,"No","Adam Christian Clark",2012,85
"Magic Mike","http://www.imdb.com/title/tt1915581/",3,1373221749,"No","Steven Soderbergh",2012,110
"I Give It a Year","http://www.imdb.com/title/tt2244901/",1,1373248680,"No","Dan Mazer",2013,97
"Witness","http://www.imdb.com/title/tt0090329/",3,1373777340,"No","Peter Weir",1985,112
"The Way Way Back","http://www.imdb.com/title/tt1727388/",4,1374438602,"No","Nat Faxon, Jim Rash",2013,103
"Blue Jasmine","http://www.imdb.com/title/tt2334873/",3,1375428281,"No","Woody Allen",2013,98
"Dealin' with Idiots","http://www.imdb.com/title/tt2948266/",2,1375428354,"No","Jeff Garlin",2013,90
"After Porn Ends","http://www.imdb.com/title/tt1291547/",3,1376104242,"No","Bryce Wagoner",2010,94
"(A)sexual","http://www.imdb.com/title/tt1811293/",3,1376110591,"No","Angela Tucker",2011,75
"Special When Lit","http://www.imdb.com/title/tt1511532/",3,1376197738,"No","Brett Sullivan",2009,97
"Fall From Grace","http://www.imdb.com/title/tt0977649/",3,1376806201,"Yes","K. Ryan Jones",2007,71
"The Jeffrey Dahmer Files","http://www.imdb.com/title/tt1779076/",3,1377357526,"No","Chris James Thompson",2012,80
"The Arrested Development Documentary Project","http://www.imdb.com/title/tt1240538/",3,1377405993,"No","Jeff Smith",2013,75
"Biggie & Tupac","http://www.imdb.com/title/tt0303356/",2,1378529410,"No","Nick Broomfield",2002,108
"SOMM","http://www.imdb.com/title/tt2204371/",3,1379126168,"No","Jason Wise",2012,93
"Crystal Fairy & The Magical Cactus","http://www.imdb.com/title/tt2332579/",3,1379297371,"No","Sebastian Silva",2013,98
"Now You See Me","http://www.imdb.com/title/tt1670345/",1,1380333372,"No","Louis Leterrier",2013,115
"Enough Said","http://www.imdb.com/title/tt2390361/",3,1380487075,"No","Nicole Holofcener",2013,93
"Drinking Buddies","http://www.imdb.com/title/tt2265398/",3,1380503983,"No","Joe Swanberg",2013,90
"Gravity","http://www.imdb.com/title/tt1454468/",4,1380946965,"No","Alfonso Cuaron",2013,90
"The Heat","http://www.imdb.com/title/tt2404463/",2,1381024819,"No","Paul Feig",2013,117
"Joe's Apartment","http://www.imdb.com/title/tt0116707/",2,1381112347,"Yes","John Payson",1996,80
"HANK: Five Years from the Brink","http://www.imdb.com/title/tt3137552/",3,1381548253,"No","Joe Berlinger",2013,85
"That Guy... Who Was in That Thing","http://www.imdb.com/title/tt2402200/",3,1381554083,"No","Ian Roumain, Michael Schwartz",2012,78
"Gregory Crewdson: Brief Encounters","http://www.imdb.com/title/tt2281267/",3,1381636474,"No","Ben Shapiro",2012,78
"Escape from Tomorrow","http://www.imdb.com/title/tt2187884/",2,1381749888,"No","Randy Moore",2013,104
"City of Angels","http://www.imdb.com/title/tt0120632/",1,1382066351,"Yes","Brad Silberling",1998,114
"Girl Most Likely","http://www.imdb.com/title/tt1698648/",2,1382890460,"No","Shari Springer Berman, Robert Pulcini",2012,103
"Love Happens","http://www.imdb.com/title/tt0899106/",2,1382890491,"No","Brandon Camp",2009,109
"West of Memphis","http://www.imdb.com/title/tt2130321/",3,1382890540,"No","Amy Berg",2012,147
"Cleanflix","http://www.imdb.com/title/tt1007026/",2,1383457212,"No","Andrew James, Joshua Ligairi",2009,92
"Hello I Must Be Going","http://www.imdb.com/title/tt2063666/",3,1383527182,"No","Todd Louiso",2012,95
"Blackfish","http://www.imdb.com/title/tt2545118/",4,1384315213,"No","Gabriela Cowperthwaite",2013,83
"Capitan Phillips","http://www.imdb.com/title/tt1535109/",4,1384629422,"No","Paul Greengrass",2013,134
"We're the Millers","http://www.imdb.com/title/tt1723121/",3,1384734594,"No","Rawson Marshall Thurber",2013,110
"More Than Honey","http://www.imdb.com/title/tt2263058/",3,1385702969,"No","Markus Imhoof",2012,95
"Smash & Grab: The Story of the Pink Panthers","http://www.imdb.com/title/tt2250032/",2,1387164761,"No","Havana Marking",2013,89
"Flirting with Disaster","http://www.imdb.com/title/tt0116324/",3,1387164802,"No","David O. Russell",1996,92
"Spring Breakers","http://www.imdb.com/title/tt2101441/",3,1387164839,"No","Harmony Korine",2012,94
"The Secret Life of Walter Mitty","http://www.imdb.com/title/tt0359950/",3,1388557119,"No","Ben Stiller",2013,114
"The Spectacular Now","http://www.imdb.com/title/tt1714206/",3,1388966522,"No","James Ponsoldt",2013,95
"World War Z","http://www.imdb.com/title/tt0816711/",3,1389039212,"No","Marc Forster",2013,116
"Upstream Color","http://www.imdb.com/title/tt2084989/",2,1389054989,"No","Shane Carruth",2013,96
"Her","http://www.imdb.com/title/tt1798709/",4,1389510271,"No","Spike Jonze",2013,126
"The Wolf of Wall Street","http://www.imdb.com/title/tt0993846/",4,1389564485,"No","Martin Scorsese",2013,180
"Prince Avalanche","http://www.imdb.com/title/tt2195548/",3,1390089193,"No","David Gordon Green",2013,94
"American Hustle","http://www.imdb.com/title/tt1800241/",3,1390374047,"No","David O. Russell",2013,138
"In a World...","http://www.imdb.com/title/tt2294677/",3,1391319339,"No","Lake Bell",2013,93
"Dallas Buyers Club","http://www.imdb.com/title/tt0790636/",3,1392531784,"No","Jean-Marc VallÃ©e",2013,117
"Cutie and the Boxer","http://www.imdb.com/title/tt2355540/",3,1393652412,"No","Zachary Heinzerling",2013,82
"The Hunchback of Notre Dame","http://www.imdb.com/title/tt0116583/",2,1394598207,"Yes","Gary Trousdale, Kirk Wise",1996,91
"Bronies: The Extremely Unexpected Adult Fans of My Little Pony","http://www.imdb.com/title/tt2446192/",2,1395619393,"No","Laurent Malaquais",2012,90
"Delivery Man","http://www.imdb.com/title/tt2387559/",2,1398572259,"No","Ken Scott",2013,105
"The Unknown Known","http://www.imdb.com/title/tt2390962/",3,1398572308,"No","Errol Morris",2013,103
"Butter","http://www.imdb.com/title/tt1349451/",3,1398572330,"No","Jim Field Smith",2011,90
"Pitch Perfect","http://www.imdb.com/title/tt1981677/",3,1398572365,"No","Jason Moore",2012,112
"Going Clear: Scientology and the Prison of Belief","http://www.imdb.com/title/tt4257858/",4,1429413158,"No","Alex Gibney",2015,119
"The Double","http://www.imdb.com/title/tt1825157/",2,1399778110,"No","Richard Ayoade",2013,93
"Locke","http://www.imdb.com/title/tt2692904/",4,1400124543,"No","Steven Knight",2013,85
"Neighbors","http://www.imdb.com/title/tt2004420/",3,1400535224,"No","Nicholas Stoller",2014,96
"Jodorowsky's Dune","http://www.imdb.com/title/tt1935156/",3,1401038490,"No","Frank Pavich",2013,90
"Chef","http://www.imdb.com/title/tt2883512/",4,1401070388,"No","Jon Favreau",2014,37
"Inside Llewelyn Davis","http://www.imdb.com/title/tt2042568/",4,1401081574,"No","Joel Coen, Ethan Coen",2013,38
"A Million Ways to Die in the West","http://www.imdb.com/title/tt2557490/",3,1401606446,"No","Seth MacFarlane",2014,116
"General Idi Amin Dada: A Self Portrait","http://www.imdb.com/title/tt0071544/",3,1401982800,"No","Barbet Schroeder",1974,90
"The Summit","http://www.imdb.com/title/tt2363471/",3,1403487232,"No","Nick Ryan",2012,95
"Whitey: United States of America V. James J Bulger","http://www.imdb.com/title/tt3326366/",3,1407045043,"No","Joe Berlinger",2014,107
"Bad Words","http://www.imdb.com/title/tt2170299/",3,1407045065,"No","Jason Bateman",2013,89
"Palo Alto","http://www.imdb.com/title/tt2479800/",2,1408253800,"No","Gia Coppola",2013,100
"The Last King of Scotland","http://www.imdb.com/title/tt0455590/",3,1408259553,"No","Kevin Macdonald",2006,123
"Very Good Girls","http://www.imdb.com/title/tt1931602/",3,1409545546,"No","Naomi Foner",2013,91
"Stories We Tell","http://www.imdb.com/title/tt2366450/",3,1409974888,"No","Sarah Polley",2012,108
"Fed Up","http://www.imdb.com/title/tt2381335/",3,1410055485,"No","Stephanie Soechtig",2014,92
"Draft Day","http://www.imdb.com/title/tt2223990/",3,1412307590,"No","Ivan Reitman",2014,110
"Obvious Child","http://www.imdb.com/title/tt2910274/",3,1412558386,"No","Gillian Robespierre",2014,84
"The Final Member","http://www.imdb.com/title/tt2318701/",3,1413008553,"No","Jonah Bekhor, Zach Math",2012,75
"The Rise and Rise of Bitcoin","http://www.imdb.com/title/tt2821314/",3,1413122254,"No","Nicholas Mross",2014,96
"Don Juan","http://www.imdb.com/title/tt2229499/",3,1415272098,"No","Joseph Gordon-Levitt",2013,90
"The Act of Killing","http://www.imdb.com/title/tt2375605/",3,1415272158,"No","Joshua Oppenheimer, Anonymous, Christine Cynn",2012,115
"Nas: Time Is Illmatic","http://www.imdb.com/title/tt3549508/",2,1415272195,"No","One9",2014,74
"Star Wars: Episode IV - A New Hope","http://www.imdb.com/title/tt0076759/",1,1416443322,"No","George Lucas",1977,121
"The Loneliest Planet","http://www.imdb.com/title/tt1695405/",3,1416626847,"No","Julia Loktev",2011,113
"Citizenfour","http://www.imdb.com/title/tt4044364/",3,1428295528,"No","Laura Poitras",2014,114
"The Lego Movie","http://www.imdb.com/title/tt1490017/",2,1417055329,"No","Phil Lord, Christopher Miller",2014,100
"Wish I Was Here","http://www.imdb.com/title/tt2870708/",3,1417145376,"No","Zach Braff",2014,106
"What If","http://www.imdb.com/title/tt1486834/",3,1417286653,"No","Michael Dowse",2013,98
"Happy Christmas","http://www.imdb.com/title/tt2955096/",3,1417369693,"No","Joe Swanberg",2014,82
"Wild","http://www.imdb.com/title/tt2305051/",3,1419919352,"No","Jean-Marc Vallée",2014,115
"Philomena","http://www.imdb.com/title/tt2431286",3,1420005752,"No","Stephen Frears",2013,98
"The Interview","http://www.imdb.com/title/tt2788710",2,1420005752,"No","Evan Goldberg, Seth Rogen",2014,112
